spp_group,iucn_sid,spatial_source,name_verified,class,sciname,am_sid,am_sciname,reviewed,iucn_id,am_sid_old
BUTTERFLYFISH,165643,iucn,TRUE,Actinopterygii,Chaetodon selene,Fis-31905,Chaetodon selene,NA,165643,NA
BUTTERFLYFISH,165646,iucn,TRUE,Actinopterygii,Prognathodes guyanensis,Fis-148570,Prognathodes guyanensis,NA,165646,NA
BUTTERFLYFISH,165648,iucn,TRUE,Actinopterygii,Chaetodon decussatus,Fis-33881,Chaetodon decussatus,NA,165648,NA
BUTTERFLYFISH,165649,iucn,TRUE,Actinopterygii,Chaetodon gardineri,Fis-58068,Chaetodon gardineri,NA,165649,NA
BUTTERFLYFISH,165650,iucn,TRUE,Actinopterygii,Heniochus monoceros,Fis-31455,Heniochus monoceros,NA,165650,NA
BUTTERFLYFISH,165651,iucn,TRUE,Actinopterygii,Chaetodon lunula,Fis-25697,Chaetodon lunula,NA,165651,NA
BUTTERFLYFISH,165652,iucn,TRUE,Actinopterygii,Heniochus varius,Fis-25702,Heniochus varius,1,165652,NA
BUTTERFLYFISH,165653,iucn,TRUE,Actinopterygii,Chaetodon pelewensis,Fis-31893,Chaetodon pelewensis,NA,165653,NA
BUTTERFLYFISH,165654,iucn,TRUE,Actinopterygii,Chaetodon dolosus,Fis-33074,Chaetodon dolosus,NA,165654,NA
BUTTERFLYFISH,165655,iucn,TRUE,Actinopterygii,Chaetodon multicinctus,Fis-32544,Chaetodon multicinctus,NA,165655,NA
BUTTERFLYFISH,165656,iucn,TRUE,Actinopterygii,Chaetodon xanthurus,Fis-31856,Chaetodon xanthurus,NA,165656,NA
BUTTERFLYFISH,165657,iucn,TRUE,Actinopterygii,Chaetodon plebeius,Fis-31895,Chaetodon plebeius,NA,165657,NA
BUTTERFLYFISH,165659,iucn,TRUE,Actinopterygii,Chelmon rostratus,Fis-25650,Chelmon rostratus,NA,165659,NA
BUTTERFLYFISH,165660,iucn,TRUE,Actinopterygii,Chelmon muelleri,Fis-62923,Chelmon muelleri,NA,165660,NA
BUTTERFLYFISH,165661,iucn,TRUE,Actinopterygii,Parachaetodon ocellatus,Fis-26749,Parachaetodon ocellatus,NA,165661,NA
BUTTERFLYFISH,165662,iucn,TRUE,Actinopterygii,Chaetodon fremblii,Fis-32542,Chaetodon fremblii,NA,165662,NA
BUTTERFLYFISH,165663,iucn,TRUE,Actinopterygii,Chaetodon argentatus,Fis-31915,Chaetodon argentatus,NA,165663,NA
BUTTERFLYFISH,165664,iucn,TRUE,Actinopterygii,Chaetodon oxycephalus,Fis-31399,Chaetodon oxycephalus,NA,165664,NA
BUTTERFLYFISH,165665,iucn,TRUE,Actinopterygii,Chaetodon ulietensis,Fis-31449,Chaetodon ulietensis,NA,165665,NA
BUTTERFLYFISH,165666,iucn,TRUE,Actinopterygii,Chaetodon mitratus,Fis-33082,Chaetodon mitratus,NA,165666,NA
BUTTERFLYFISH,165667,iucn,TRUE,Actinopterygii,Forcipiger longirostris,Fis-25699,Forcipiger longirostris,1,165667,NA
BUTTERFLYFISH,165668,iucn,TRUE,Actinopterygii,Chaetodon citrinellus,Fis-31431,Chaetodon citrinellus,1,165668,NA
BUTTERFLYFISH,165669,iucn,TRUE,Actinopterygii,Chaetodon lineolatus,Fis-31434,Chaetodon lineolatus,NA,165669,NA
BUTTERFLYFISH,165670,iucn,TRUE,Actinopterygii,Chaetodon semilarvatus,Fis-35096,Chaetodon semilarvatus,NA,165670,NA
BUTTERFLYFISH,165671,iucn,TRUE,Actinopterygii,Chaetodon xanthocephalus,Fis-32532,Chaetodon xanthocephalus,NA,165671,NA
BUTTERFLYFISH,165672,iucn,TRUE,Actinopterygii,Hemitaurichthys polylepis,Fis-25700,Hemitaurichthys polylepis,1,165672,NA
BUTTERFLYFISH,165673,iucn,TRUE,Actinopterygii,Chaetodon trifasciatus,Fis-31448,Chaetodon trifasciatus,NA,165673,NA
BUTTERFLYFISH,165674,iucn,TRUE,Actinopterygii,Prognathodes marcellae,Fis-25458,Prognathodes marcellae,NA,165674,NA
BUTTERFLYFISH,165675,iucn,TRUE,Actinopterygii,Chaetodon smithi,Fis-35297,Chaetodon smithi,NA,165675,NA
BUTTERFLYFISH,165676,iucn,TRUE,Actinopterygii,Chaetodon ocellicaudus,Fis-31438,Chaetodon ocellicaudus,1,165676,NA
BUTTERFLYFISH,165677,iucn,TRUE,Actinopterygii,Roa modestus,Fis-34757,Chaetodon modestus,NA,165677,NA
BUTTERFLYFISH,165678,iucn,TRUE,Actinopterygii,Chaetodon quadrimaculatus,Fis-31441,Chaetodon quadrimaculatus,NA,165678,NA
BUTTERFLYFISH,165679,iucn,TRUE,Actinopterygii,Chaetodon trichrous,Fis-35236,Chaetodon trichrous,NA,165679,NA
BUTTERFLYFISH,165680,iucn,TRUE,Actinopterygii,Chaetodon rafflesii,Fis-31442,Chaetodon rafflesii,1,165680,NA
BUTTERFLYFISH,165681,iucn,TRUE,Actinopterygii,Chaetodon ephippium,Fis-31432,Chaetodon ephippium,1,165681,NA
BUTTERFLYFISH,165682,iucn,TRUE,Actinopterygii,Amphichaetodon howensis,Fis-28538,Amphichaetodon howensis,NA,165682,NA
BUTTERFLYFISH,165683,iucn,TRUE,Actinopterygii,Heniochus diphreutes,Fis-32521,Heniochus diphreutes,1,165683,NA
BUTTERFLYFISH,165684,iucn,TRUE,Actinopterygii,Chaetodon interruptus,Fis-151993,Chaetodon interruptus,1,165684,NA
BUTTERFLYFISH,165685,iucn,TRUE,Actinopterygii,Chaetodon wiebeli,Fis-31916,Chaetodon wiebeli,NA,165685,NA
BUTTERFLYFISH,165686,iucn,TRUE,Actinopterygii,Chaetodon bennetti,Fis-31429,Chaetodon bennetti,NA,165686,NA
BUTTERFLYFISH,165687,iucn,TRUE,Actinopterygii,Chaetodon tricinctus,Fis-31906,Chaetodon tricinctus,NA,165687,NA
BUTTERFLYFISH,165688,iucn,TRUE,Actinopterygii,Chaetodon flavirostris,Fis-31867,Chaetodon flavirostris,NA,165688,NA
BUTTERFLYFISH,165689,iucn,TRUE,Actinopterygii,Chaetodon melannotus,Fis-31435,Chaetodon melannotus,1,165689,NA
BUTTERFLYFISH,165691,iucn,TRUE,Actinopterygii,Heniochus intermedius,Fis-35097,Heniochus intermedius,NA,165691,NA
BUTTERFLYFISH,165692,iucn,TRUE,Actinopterygii,Chaetodon baronessa,Fis-31428,Chaetodon baronessa,NA,165692,NA
BUTTERFLYFISH,165693,iucn,TRUE,Actinopterygii,Chaetodon auripes,Fis-31908,Chaetodon auripes,NA,165693,NA
BUTTERFLYFISH,165694,iucn,TRUE,Actinopterygii,Chaetodon speculum,Fis-31445,Chaetodon speculum,1,165694,NA
BUTTERFLYFISH,165695,iucn,TRUE,Actinopterygii,Chaetodon capistratus,Fis-22160,Chaetodon capistratus,NA,165695,NA
BUTTERFLYFISH,165696,iucn,TRUE,Actinopterygii,Chaetodon nigropunctatus,Fis-35234,Chaetodon nigropunctatus,NA,165696,NA
BUTTERFLYFISH,165697,iucn,TRUE,Actinopterygii,Coradion altivelis,Fis-34428,Coradion altivelis,NA,165697,NA
BUTTERFLYFISH,165698,iucn,TRUE,Actinopterygii,Chaetodon tinkeri,Fis-31446,Chaetodon tinkeri,NA,165698,NA
BUTTERFLYFISH,165700,iucn,TRUE,Actinopterygii,Chaetodon hoefleri,Fis-31212,Chaetodon hoefleri,NA,165700,NA
BUTTERFLYFISH,165701,iucn,TRUE,Actinopterygii,Prognathodes falcifer,Fis-138631,Prognathodes falcifer,NA,165701,NA
BUTTERFLYFISH,165702,iucn,TRUE,Actinopterygii,Coradion chrysozonus,Fis-25698,Coradion chrysozonus,1,165702,NA
BUTTERFLYFISH,165703,iucn,TRUE,Actinopterygii,Chaetodon aureofasciatus,Fis-31859,Chaetodon aureofasciatus,NA,165703,NA
BUTTERFLYFISH,165704,iucn,TRUE,Actinopterygii,Chaetodon lunulatus,Fis-35803,Chaetodon lunulatus,1,165704,NA
BUTTERFLYFISH,165705,iucn,TRUE,Actinopterygii,Chaetodon fasciatus,Fis-35089,Chaetodon fasciatus,NA,165705,NA
BUTTERFLYFISH,165706,iucn,TRUE,Actinopterygii,Chelmonops curiosus,Fis-58081,Chelmonops curiosus,1,165706,NA
BUTTERFLYFISH,165707,iucn,TRUE,Actinopterygii,Chaetodon andamanensis,Fis-142113,Chaetodon andamanensis,NA,165707,NA
BUTTERFLYFISH,165709,iucn,TRUE,Actinopterygii,Chaetodon blackburnii,Fis-32634,Chaetodon blackburnii,NA,165709,NA
BUTTERFLYFISH,165710,iucn,TRUE,Actinopterygii,Chaetodon assarius,Fis-31862,Chaetodon assarius,NA,165710,NA
BUTTERFLYFISH,165711,iucn,TRUE,Actinopterygii,Chaetodon adiergastos,Fis-31861,Chaetodon adiergastos,NA,165711,NA
BUTTERFLYFISH,165712,iucn,TRUE,Actinopterygii,Chaetodon trifascialis,Fis-31447,Chaetodon trifascialis,1,165712,NA
BUTTERFLYFISH,165713,iucn,TRUE,Actinopterygii,Chaetodon reticulatus,Fis-31443,Chaetodon reticulatus,1,165713,NA
BUTTERFLYFISH,165714,iucn,TRUE,Actinopterygii,Chaetodon unimaculatus,Fis-31450,Chaetodon unimaculatus,1,165714,NA
BUTTERFLYFISH,165716,iucn,TRUE,Actinopterygii,Forcipiger flavissimus,Fis-31452,Forcipiger flavissimus,1,165716,NA
BUTTERFLYFISH,165717,iucn,TRUE,Actinopterygii,Chaetodon rainfordi,Fis-31904,Chaetodon rainfordi,NA,165717,NA
BUTTERFLYFISH,165718,iucn,TRUE,Actinopterygii,Chaetodon guentheri,Fis-31868,Chaetodon guentheri,NA,165718,NA
BUTTERFLYFISH,165719,iucn,TRUE,Actinopterygii,Hemitaurichthys zoster,Fis-26699,Hemitaurichthys zoster,NA,165719,NA
BUTTERFLYFISH,165720,iucn,TRUE,Actinopterygii,Chelmonops truncatus,Fis-27746,Chelmonops truncatus,NA,165720,NA
BUTTERFLYFISH,165721,iucn,TRUE,Actinopterygii,Chaetodon miliaris,Fis-31248,Chaetodon miliaris,NA,165721,NA
BUTTERFLYFISH,165723,iucn,TRUE,Actinopterygii,Chaetodon collare,Fis-32538,Chaetodon collare,NA,165723,NA
BUTTERFLYFISH,165724,iucn,TRUE,Actinopterygii,Chaetodon melapterus,Fis-35232,Chaetodon melapterus,NA,165724,NA
BUTTERFLYFISH,165725,iucn,TRUE,Actinopterygii,Chaetodon semeion,Fis-31444,Chaetodon semeion,NA,165725,NA
BUTTERFLYFISH,165726,iucn,TRUE,Actinopterygii,Chaetodon dialeucos,Fis-58083,Chaetodon dialeucos,NA,165726,NA
BUTTERFLYFISH,165727,iucn,TRUE,Actinopterygii,Amphichaetodon melbae,Fis-33857,Amphichaetodon melbae,NA,165727,NA
ANGELFISH,165822,iucn,TRUE,Actinopterygii,Apolemichthys griffisi,Fis-27169,Apolemichthys griffisi,NA,165822,NA
ANGELFISH,165825,iucn,TRUE,Actinopterygii,Holacanthus africanus,Fis-34365,Holacanthus africanus,NA,165825,NA
ANGELFISH,165826,iucn,TRUE,Actinopterygii,Chaetodontoplus chrysocephalus,Fis-34344,Chaetodontoplus chrysocephalus,NA,165826,NA
ANGELFISH,165828,iucn,TRUE,Actinopterygii,Centropyge fisheri,Fis-26703,Centropyge fisheri,NA,165828,NA
ANGELFISH,165829,iucn,TRUE,Actinopterygii,Pomacanthus xanthometopon,Fis-25750,Pomacanthus xanthometopon,1,165829,NA
ANGELFISH,165830,iucn,TRUE,Actinopterygii,Centropyge hotumatua,Fis-34254,Centropyge hotumatua,NA,165830,NA
ANGELFISH,165831,iucn,TRUE,Actinopterygii,Pomacanthus chrysurus,Fis-28090,Pomacanthus chrysurus,NA,165831,NA
ANGELFISH,165832,iucn,TRUE,Actinopterygii,Holacanthus bermudensis,Fis-30117,Holacanthus bermudensis,1,165832,NA
ANGELFISH,165833,iucn,TRUE,Actinopterygii,Pomacanthus maculosus,Fis-26757,Pomacanthus maculosus,NA,165833,NA
ANGELFISH,165834,iucn,TRUE,Actinopterygii,Apolemichthys arcuatus,Fis-17303,Apolemichthys arcuatus,NA,165834,NA
ANGELFISH,165835,iucn,TRUE,Actinopterygii,Apolemichthys trimaculatus,Fis-26169,Apolemichthys trimaculatus,1,165835,NA
ANGELFISH,165837,iucn,TRUE,Actinopterygii,Centropyge argi,Fis-22168,Centropyge argi,NA,165837,NA
ANGELFISH,165838,iucn,TRUE,Actinopterygii,Centropyge colini,Fis-32986,Centropyge colini,NA,165838,NA
ANGELFISH,165839,iucn,TRUE,Actinopterygii,Pomacanthus asfur,Fis-28087,Pomacanthus asfur,NA,165839,NA
ANGELFISH,165840,iucn,TRUE,Actinopterygii,Pomacanthus sexstriatus,Fis-26189,Pomacanthus sexstriatus,1,165840,NA
ANGELFISH,165841,iucn,TRUE,Actinopterygii,Apolemichthys xanthopunctatus,Fis-34217,Apolemichthys xanthopunctatus,NA,165841,NA
ANGELFISH,165842,iucn,TRUE,Actinopterygii,Pomacanthus rhomboides,Fis-58074,Pomacanthus rhomboides,NA,165842,NA
ANGELFISH,165843,iucn,TRUE,Actinopterygii,Genicanthus melanospilos,Fis-27124,Genicanthus melanospilos,NA,165843,NA
ANGELFISH,165844,iucn,TRUE,Actinopterygii,Apolemichthys xanthurus,Fis-28015,Apolemichthys xanthurus,NA,165844,NA
ANGELFISH,165845,iucn,TRUE,Actinopterygii,Genicanthus caudovittatus,Fis-28065,Genicanthus caudovittatus,NA,165845,NA
ANGELFISH,165846,iucn,TRUE,Actinopterygii,Genicanthus spinus,Fis-34362,Genicanthus spinus,NA,165846,NA
ANGELFISH,165847,iucn,TRUE,Actinopterygii,Chaetodontoplus ballinae,Fis-34196,Chaetodontoplus ballinae,NA,165847,NA
ANGELFISH,165848,iucn,TRUE,Actinopterygii,Centropyge heraldi,Fis-31480,Centropyge heraldi,NA,165848,NA
ANGELFISH,165849,iucn,TRUE,Actinopterygii,Centropyge ferrugata,Fis-143219,Centropyge ferrugata,NA,165849,NA
ANGELFISH,165850,iucn,TRUE,Actinopterygii,Chaetodontoplus melanosoma,Fis-27817,Chaetodontoplus melanosoma,NA,165850,NA
ANGELFISH,165851,iucn,TRUE,Actinopterygii,Pomacanthus semicirculatus,Fis-25751,Pomacanthus semicirculatus,NA,165851,NA
ANGELFISH,165852,iucn,TRUE,Actinopterygii,Paracentropyge multifasciata,Fis-152142,Paracentropyge multifasciata,NA,165852,NA
ANGELFISH,165853,iucn,TRUE,Actinopterygii,Apolemichthys xanthotis,Fis-28014,Apolemichthys xanthotis,NA,165853,NA
ANGELFISH,165854,iucn,TRUE,Actinopterygii,Centropyge debelius,Fis-58055,Centropyge debelius,NA,165854,NA
ANGELFISH,165855,iucn,TRUE,Actinopterygii,Centropyge eibli,Fis-34191,Centropyge eibli,NA,165855,NA
ANGELFISH,165856,iucn,TRUE,Actinopterygii,Genicanthus semifasciatus,Fis-28077,Genicanthus semifasciatus,NA,165856,NA
ANGELFISH,165857,iucn,TRUE,Actinopterygii,Chaetodontoplus duboulayi,Fis-27945,Chaetodontoplus duboulayi,NA,165857,NA
ANGELFISH,165858,iucn,TRUE,Actinopterygii,Centropyge interruptus,Fis-166181,Centropyge interrupta,NA,165858,NA
ANGELFISH,165860,iucn,TRUE,Actinopterygii,Centropyge vrolikii,Fis-59453,Centropyge vrolikii,1,165860,NA
ANGELFISH,165862,iucn,TRUE,Actinopterygii,Pomacanthus imperator,Fis-26162,Pomacanthus imperator,NA,165862,NA
ANGELFISH,165864,iucn,TRUE,Actinopterygii,Genicanthus bellus,Fis-31481,Genicanthus bellus,NA,165864,NA
ANGELFISH,165865,iucn,TRUE,Actinopterygii,Centropyge aurantonotus,Fis-34233,Centropyge aurantonotus,NA,165865,NA
ANGELFISH,165867,iucn,TRUE,Actinopterygii,Pomacanthus navarchus,Fis-25749,Pomacanthus navarchus,1,165867,NA
ANGELFISH,165868,iucn,TRUE,Actinopterygii,Centropyge nox,Fis-26239,Centropyge nox,NA,165868,NA
ANGELFISH,165870,iucn,TRUE,Actinopterygii,Chaetodontoplus conspicillatus,Fis-27944,Chaetodontoplus conspicillatus,NA,165870,NA
ANGELFISH,165871,iucn,TRUE,Actinopterygii,Centropyge bispinosa,Fis-143216,Centropyge bispinosa,NA,165871,NA
ANGELFISH,165872,iucn,TRUE,Actinopterygii,Genicanthus watanabei,Fis-27125,Genicanthus watanabei,NA,165872,NA
ANGELFISH,165873,iucn,TRUE,Actinopterygii,Pomacanthus annularis,Fis-26756,Pomacanthus annularis,NA,165873,NA
ANGELFISH,165874,iucn,TRUE,Actinopterygii,Genicanthus personatus,Fis-32559,Genicanthus personatus,NA,165874,NA
ANGELFISH,165876,iucn,TRUE,Actinopterygii,Centropyge multispinis,Fis-26182,Centropyge multispinis,NA,165876,NA
ANGELFISH,165878,iucn,TRUE,Actinopterygii,Centropyge flavissima,Fis-143220,Centropyge flavissima,NA,165878,NA
ANGELFISH,165879,iucn,TRUE,Actinopterygii,Holacanthus tricolor,Fis-24678,Holacanthus tricolor,NA,165879,NA
ANGELFISH,165880,iucn,TRUE,Actinopterygii,Holacanthus passer,Fis-32755,Holacanthus passer,NA,165880,NA
ANGELFISH,165881,iucn,TRUE,Actinopterygii,Chaetodontoplus personifer,Fis-27948,Chaetodontoplus personifer,NA,165881,NA
ANGELFISH,165882,iucn,TRUE,Actinopterygii,Chaetodontoplus septentrionalis,Fis-28063,Chaetodontoplus septentrionalis,NA,165882,NA
ANGELFISH,165883,iucn,TRUE,Actinopterygii,Holacanthus ciliaris,Fis-24677,Holacanthus ciliaris,NA,165883,NA
ANGELFISH,165884,iucn,TRUE,Actinopterygii,Chaetodontoplus mesoleucus,Fis-25748,Chaetodontoplus mesoleucus,1,165884,NA
ANGELFISH,165885,iucn,TRUE,Actinopterygii,Pygoplites diacanthus,Fis-26195,Pygoplites diacanthus,1,165885,NA
ANGELFISH,165887,iucn,TRUE,Actinopterygii,Pomacanthus arcuatus,Fis-23732,Pomacanthus arcuatus,NA,165887,NA
ANGELFISH,165888,iucn,TRUE,Actinopterygii,Genicanthus lamarck,Fis-26221,Genicanthus lamarck,NA,165888,NA
ANGELFISH,165889,iucn,TRUE,Actinopterygii,Pomacanthus zonipectus,Fis-26971,Pomacanthus zonipectus,NA,165889,NA
ANGELFISH,165890,iucn,TRUE,Actinopterygii,Centropyge joculator,Fis-34261,Centropyge joculator,NA,165890,NA
ANGELFISH,165891,iucn,TRUE,Actinopterygii,Chaetodontoplus meredithi,Fis-34182,Chaetodontoplus meredithi,NA,165891,NA
ANGELFISH,165893,iucn,TRUE,Actinopterygii,Centropyge aurantia,Fis-143215,Centropyge aurantia,NA,165893,NA
ANGELFISH,165895,iucn,TRUE,Actinopterygii,Centropyge flavipectoralis,Fis-34246,Centropyge flavipectoralis,NA,165895,NA
ANGELFISH,165896,iucn,TRUE,Actinopterygii,Centropyge multicolor,Fis-34264,Centropyge multicolor,NA,165896,NA
ANGELFISH,165897,iucn,TRUE,Actinopterygii,Centropyge nigriocellus,Fis-143222,Centropyge nigriocella,1,165897,NA
ANGELFISH,165898,iucn,TRUE,Actinopterygii,Pomacanthus paru,Fis-23733,Pomacanthus paru,NA,165898,NA
ANGELFISH,165899,iucn,TRUE,Actinopterygii,Centropyge potteri,Fis-32546,Centropyge potteri,NA,165899,NA
ANGELFISH,165900,iucn,TRUE,Actinopterygii,Centropyge venusta,Fis-143223,Centropyge venusta,NA,165900,NA
ANGELFISH,165901,iucn,TRUE,Actinopterygii,Centropyge tibicen,Fis-26181,Centropyge tibicen,NA,165901,NA
ANGELFISH,165902,iucn,TRUE,Actinopterygii,Centropyge bicolor,Fis-25632,Centropyge bicolor,1,165902,NA
DAMSELFISH,165910,iucn,TRUE,Actinopterygii,Chromis cyanea,Fis-24499,Chromis cyanea,NA,165910,NA
BONEFISH_TARPONS,166868,iucn,TRUE,Actinopterygii,Megalops cyprinoides,Fis-22902,Megalops cyprinoides,NA,166868,NA
ANGELFISH,168374,iucn,TRUE,Actinopterygii,Chaetodontoplus poliourus,Fis-164150,Chaetodontoplus poliourus,NA,168374,NA
ANGELFISH,169679,iucn,TRUE,Actinopterygii,Centropyge abei,Fis-161602,Centropyge abei,NA,169679,NA
LOBSTERS,169948,iucn,TRUE,Malacostraca,Jasus frontalis,ITS-552952,Jasus frontalis,NA,169948,NA
LOBSTERS,169949,iucn,TRUE,Malacostraca,Scyllarus arctus,ITS-97666,Scyllarus arctus,NA,169949,NA
LOBSTERS,169951,iucn,TRUE,Malacostraca,Panulirus penicillatus,ITS-199949,Panulirus penicillatus,NA,169951,NA
LOBSTERS,169954,iucn,TRUE,Malacostraca,Scyllarides haanii,ITS-199950,Scyllarides haanii,1,169954,NA
LOBSTERS,169955,iucn,TRUE,Malacostraca,Homarus gammarus,ITS-97315,Homarus gammarus,1,169955,NA
LOBSTERS,169956,iucn,TRUE,Malacostraca,Thymopides grobovi,ITS-552946,Thymopides grobovi,NA,169956,NA
LOBSTERS,169958,iucn,TRUE,Malacostraca,Nephropsis aculeata,ITS-97309,Nephropsis aculeata,NA,169958,NA
LOBSTERS,169960,iucn,TRUE,Malacostraca,Ibacus brucei,ITS-553011,Ibacus brucei,NA,169960,NA
LOBSTERS,169962,iucn,TRUE,Malacostraca,Acanthacaris tenuimana,ITS-552914,Acanthacaris tenuimana,NA,169962,NA
LOBSTERS,169963,iucn,TRUE,Malacostraca,Metanephrops mozambicus,ITS-552938,Metanephrops mozambicus,NA,169963,NA
LOBSTERS,169964,iucn,TRUE,Malacostraca,Panulirus echinatus,ITS-552971,Panulirus echinatus,NA,169964,NA
LOBSTERS,169965,iucn,TRUE,Malacostraca,Metanephrops australiensis,ITS-552933,Metanephrops australiensis,NA,169965,NA
LOBSTERS,169966,iucn,TRUE,Malacostraca,Panulirus interruptus,ITS-97650,Panulirus interruptus,NA,169966,NA
LOBSTERS,169967,iucn,TRUE,Malacostraca,Nephrops norvegicus,ITS-97317,Nephrops norvegicus,NA,169967,NA
LOBSTERS,169968,iucn,TRUE,Malacostraca,Panulirus versicolor,ITS-552982,Panulirus versicolor,NA,169968,NA
LOBSTERS,169969,iucn,TRUE,Malacostraca,Evibacus princeps,ITS-553008,Evibacus princeps,NA,169969,NA
LOBSTERS,169972,iucn,TRUE,Malacostraca,Metanephrops challengeri,ITS-552935,Metanephrops challengeri,NA,169972,NA
LOBSTERS,169973,iucn,TRUE,Malacostraca,Nephropsis neglecta,ITS-97312,Nephropsis neglecta,NA,169973,NA
LOBSTERS,169974,iucn,TRUE,Malacostraca,Nephropsis stewarti,ITS-552922,Nephropsis stewarti,NA,169974,NA
LOBSTERS,169976,iucn,TRUE,Malacostraca,Panulirus argus,ITS-97648,Panulirus argus,NA,169976,NA
LOBSTERS,169978,iucn,TRUE,Malacostraca,Scammarctus batei,Chn-b75cc929-1ac6-410b-888c-9ab8e709b6d0,Scammarctus batei,NA,169978,NA
LOBSTERS,169979,iucn,TRUE,Malacostraca,Thenus orientalis,ITS-553055,Thenus orientalis,1,169979,NA
LOBSTERS,169981,iucn,TRUE,Malacostraca,Eunephrops manningi,ITS-97321,Eunephrops manningi,NA,169981,NA
LOBSTERS,169984,iucn,TRUE,Malacostraca,Ibacus peronii,ITS-553014,Ibacus peronii,NA,169984,NA
LOBSTERS,169985,iucn,TRUE,Malacostraca,Nephropsis acanthura,ITS-552916,Nephropsis acanthura,NA,169985,NA
LOBSTERS,169986,iucn,TRUE,Malacostraca,Nephropsis rosea,ITS-97311,Nephropsis rosea,NA,169986,NA
LOBSTERS,169987,iucn,TRUE,Malacostraca,Panulirus ornatus,ITS-552977,Panulirus ornatus,NA,169987,NA
LOBSTERS,169988,iucn,TRUE,Malacostraca,Panulirus guttatus,ITS-97651,Panulirus guttatus,NA,169988,NA
LOBSTERS,169989,iucn,TRUE,Malacostraca,Petrarctus brevicornis,SLB-165892,Petrarctus brevicornis,NA,169989,NA
LOBSTERS,169990,iucn,TRUE,Malacostraca,Panulirus polyphagus,ITS-552979,Panulirus polyphagus,NA,169990,NA
LOBSTERS,169991,iucn,TRUE,Malacostraca,Scyllarides tridacnophaga,ITS-553007,Scyllarides tridacnophaga,NA,169991,NA
LOBSTERS,169995,iucn,TRUE,Malacostraca,Parribacus holthuisi,ITS-553016,Parribacus holthuisi,NA,169995,NA
LOBSTERS,169996,iucn,TRUE,Malacostraca,Parribacus caledonicus,ITS-553015,Parribacus caledonicus,NA,169996,NA
LOBSTERS,169999,iucn,TRUE,Malacostraca,Palinurus gilchristi,ITS-552965,Palinurus gilchristi,1,169999,NA
LOBSTERS,170000,iucn,TRUE,Malacostraca,Acanthacaris caeca,ITS-97319,Acanthacaris caeca,1,170000,NA
LOBSTERS,170002,iucn,TRUE,Malacostraca,Scyllarides elisabethae,ITS-553004,Scyllarides elisabethae,1,170002,NA
LOBSTERS,170004,iucn,TRUE,Malacostraca,Remiarctus bertholdii,Chn-b131aac2-f572-412d-992d-0a5de940cc27,Remiarctus bertholdii,NA,170004,NA
LOBSTERS,170006,iucn,TRUE,Malacostraca,Panulirus japonicus,ITS-552975,Panulirus japonicus,NA,170006,NA
LOBSTERS,170007,iucn,TRUE,Malacostraca,Puerulus carinatus,ITS-552986,Puerulus carinatus,NA,170007,NA
LOBSTERS,170008,iucn,TRUE,Malacostraca,Scyllarides squammosus,ITS-660118,Scyllarides squammosus,NA,170008,NA
LOBSTERS,170009,iucn,TRUE,Malacostraca,Homarus americanus,ITS-97314,Homarus americanus,1,170009,NA
LOBSTERS,170010,iucn,TRUE,Malacostraca,Palinurus delagoae,ITS-552964,Palinurus delagoae,NA,170010,NA
LOBSTERS,170011,iucn,TRUE,Malacostraca,Puerulus sewelli,ITS-552987,Puerulus sewelli,NA,170011,NA
LOBSTERS,170013,iucn,TRUE,Malacostraca,Parribacus japonicus,ITS-553017,Parribacus japonicus,NA,170013,NA
LOBSTERS,170014,iucn,TRUE,Malacostraca,Panulirus laevicauda,ITS-97652,Panulirus laevicauda,NA,170014,NA
LOBSTERS,170015,iucn,TRUE,Malacostraca,Palinurellus gundlachi,ITS-97696,Palinurellus gundlachi,NA,170015,NA
LOBSTERS,170016,iucn,TRUE,Malacostraca,Puerulus velutinus,ITS-552988,Puerulus velutinus,NA,170016,NA
LOBSTERS,170017,iucn,TRUE,Malacostraca,Sagmariasus verreauxi,NZ-7290,Sagmariasus verreauxi,NA,170017,NA
LOBSTERS,170018,iucn,TRUE,Malacostraca,Nephropsis occidentalis,ITS-552921,Nephropsis occidentalis,NA,170018,NA
LOBSTERS,170021,iucn,TRUE,Malacostraca,Metanephrops binghami,ITS-97323,Metanephrops binghami,NA,170021,NA
LOBSTERS,170023,iucn,TRUE,Malacostraca,Ibacus novemdentatus,ITS-553013,Ibacus novemdentatus,NA,170023,NA
LOBSTERS,170024,iucn,TRUE,Malacostraca,Thymopsis nilenta,ITS-552926,Thymopsis nilenta,NA,170024,NA
LOBSTERS,170025,iucn,TRUE,Malacostraca,Jasus edwardsii,ITS-660225,Jasus edwardsii,NA,170025,NA
LOBSTERS,170026,iucn,TRUE,Malacostraca,Ibacus brevipes,ITS-553010,Ibacus brevipes,NA,170026,NA
LOBSTERS,170028,iucn,TRUE,Malacostraca,Scyllarides herklotsii,ITS-553005,Scyllarides herklotsii,NA,170028,NA
LOBSTERS,170029,iucn,TRUE,Malacostraca,Palinustus truncatus,ITS-97659,Palinustus truncatus,NA,170029,NA
LOBSTERS,170030,iucn,TRUE,Malacostraca,Scyllarides delfosi,ITS-553003,Scyllarides delfosi,NA,170030,NA
LOBSTERS,170032,iucn,TRUE,Malacostraca,Nephropsis suhmi,ITS-552923,Nephropsis suhmi,NA,170032,NA
